descripcion,año,grupo_etario,sexo,cantidad
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2015,0-14,,2.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2018,0-14,F,8.0
Enfermedades de la piel y del tejido subcutáneo ,2014,0-14,M,4.0
Accidentes y causas externas,2019,0-14,,6.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2021,0-14,F,11.0
Enfermedades de la piel y del tejido subcutáneo ,2010,0-14,M,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2015,0-14,F,10.0
Accidentes y causas externas,2013,0-14,,2.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2018,0-14,M,4.0
Enfermedades del aparato respiratorio,2016,0-14,,3.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2014,0-14,M,7.0
Tumores ,2010,0-14,,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2014,0-14,F,5.0
"Embarazo, parto y puerperio ",2009,0-14,F,2.0
"Embarazo, parto y puerperio ",2016,0-14,F,2.0
Tumores ,2014,0-14,,1.0
Trastornos mentales,2021,0-14,F,1.0
Accidentes y causas externas,2019,15-34,,14.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2014,15-34,M,18.0
Enfermedades de la piel y del tejido subcutáneo ,2022,15-34,M,21.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2016,15-34,M,34.0
Accidentes y causas externas,2017,15-34,,18.0
Accidentes y causas externas,2005,15-34,,6.0
Trastornos mentales,2012,15-34,F,9.0
Enfermedades del aparato circulatorio,2006,15-34,,2.0
Enfermedades del aparato respiratorio,2015,15-34,,1.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2007,15-34,,3.0
Enfermedades del aparato respiratorio,2014,15-34,,1.0
Enfermedades infecciosas y parasitarias ,2012,15-34,,2.0
Accidentes y causas externas,2022,15-34,,1.0
Enfermedades de la piel y del tejido subcutáneo ,2017,15-34,M,22.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2007,15-34,,1.0
Enfermedades del aparato respiratorio,2018,15-34,,1.0
Enfermedades del aparato respiratorio,2010,15-34,,2.0
Enfermedades de la piel y del tejido subcutáneo ,2005,15-34,M,7.0
Tumores ,2021,15-34,,2.0
Enfermedades infecciosas y parasitarias ,2020,15-34,,4.0
Enfermedades del aparato circulatorio,2008,15-34,,2.0
Enfermedades del aparato respiratorio,2007,35-54,,1.0
Trastornos mentales,2018,35-54,,1.0
Enfermedades del aparato respiratorio,2010,35-54,,2.0
Enfermedades del sistema genitourinario ,2015,35-54,,1.0
Enfermedades infecciosas y parasitarias ,2019,35-54,,1.0
Accidentes y causas externas,2016,55-74,,1.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2009,,,38.0
Enfermedades del aparato circulatorio,2012,,F,91.0
Enfermedades del aparato digestivo,2015,,M,60.0
Accidentes y causas externas,2012,,M,90.0
Accidentes y causas externas,2020,,M,246.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2005,,,7.0
Enfermedades del aparato circulatorio,2008,,M,97.0
Enfermedades del aparato respiratorio,2006,,F,23.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2014,,M,39.0
Accidentes y causas externas,2022,,F,71.0
Enfermedades infecciosas y parasitarias ,2020,,M,69.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2013,,F,7.0
Trastornos mentales,2020,,F,3.0
Enfermedades infecciosas y parasitarias ,2012,,M,23.0
Enfermedades de la piel y del tejido subcutáneo ,2011,,F,3.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2010,,M,63.0
Tumores ,2021,,M,80.0
Tumores ,2010,,F,33.0
Tumores ,2015,,F,97.0
Enfermedades del aparato circulatorio,2006,,M,77.0
Enfermedades del sistema genitourinario ,2009,,F,11.0
Accidentes y causas externas,2017,,F,37.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2015,,M,74.0
Enfermedades del aparato respiratorio,2008,,F,47.0
Enfermedades del aparato digestivo,2014,,M,18.0
Enfermedades del aparato digestivo,2018,,M,61.0
Enfermedades del aparato digestivo,2010,,M,25.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2017,,F,26.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2013,,,8.0
Accidentes y causas externas,2019,,F,44.0
Enfermedades del aparato circulatorio,2021,,,37.0
Enfermedades del aparato circulatorio,2020,,F,260.0
Enfermedades del aparato digestivo,2016,,F,24.0
Accidentes y causas externas,2005,,F,16.0
Accidentes y causas externas,2008,,,23.0
Accidentes y causas externas,2006,,,11.0
Trastornos mentales,2013,,M,5.0
Tumores ,2014,,F,25.0
Enfermedades del aparato respiratorio,2007,,M,66.0
Enfermedades del sistema genitourinario ,2013,,M,8.0
COVID-19,2021,,F,100.0
Tumores ,2018,,F,125.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2021,,M,24.0
Enfermedades del aparato digestivo,2009,,F,9.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2006,,F,11.0
Enfermedades infecciosas y parasitarias ,2021,,F,23.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2006,,M,4.0
Enfermedades del aparato respiratorio,2011,,M,60.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2005,,F,21.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2019,,F,23.0
Tumores ,2015,,,9.0
Enfermedades del sistema genitourinario ,2016,,F,26.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2017,,,4.0
Tumores ,2018,,,4.0
Enfermedades del sistema genitourinario ,2022,,M,15.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2008,,F,29.0
Trastornos mentales,2005,,M,8.0
Enfermedades del sistema genitourinario ,2017,,M,18.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2018,,M,62.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2022,,F,6.0
Trastornos mentales,2012,,,3.0
Enfermedades del sistema genitourinario ,2019,,M,39.0
Tumores ,2010,,,9.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2008,,M,10.0
Enfermedades del sistema genitourinario ,2014,,,3.0
Enfermedades del aparato digestivo,2008,,,3.0
Tumores ,2014,,,7.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2020,,M,2.0
Accidentes y causas externas,2013,,F,11.0
Enfermedades infecciosas y parasitarias ,2020,,,9.0
Enfermedades de la piel y del tejido subcutáneo ,2021,,M,6.0
Enfermedades infecciosas y parasitarias ,2012,,,11.0
Trastornos mentales,2017,,M,4.0
Enfermedades del sistema genitourinario ,2005,,M,10.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2016,,,4.0
Enfermedades de la piel y del tejido subcutáneo ,2007,,F,1.0
Trastornos mentales,2019,,M,1.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2019,,,2.0
Tumores ,2007,,,1.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2009,,F,2.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2016,,M,2.0
Enfermedades del sistema genitourinario ,2015,,,1.0
Trastornos mentales,2012,,F,2.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2018,75+,M,9.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2017,75+,,1.0
Accidentes y causas externas,2017,75+,,5.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2011,75+,,1.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2019,75+,,1.0
COVID-19,2022,75+,,2.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2011,75+,,4.0
Enfermedades del sistema genitourinario ,2008,75+,,1.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2008,,M,3.0
Enfermedades del sistema genitourinario ,2018,,,1.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2009,,M,3.0
Accidentes y causas externas,2009,55-74,M,2615.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2016,55-74,F,2081.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2013,55-74,M,2396.0
Enfermedades del sistema genitourinario ,2006,55-74,M,1561.0
Tumores ,2019,55-74,F,13677.0
Tumores ,2013,55-74,F,12713.0
Accidentes y causas externas,2016,55-74,M,2698.0
Tumores ,2009,55-74,M,15731.0
Enfermedades del aparato respiratorio,2020,55-74,,196.0
Enfermedades del aparato digestivo,2011,55-74,M,3771.0
Tumores ,2017,55-74,F,13742.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2022,55-74,M,2934.0
Tumores ,2016,55-74,M,17096.0
Enfermedades del aparato circulatorio,2016,55-74,M,19898.0
Enfermedades del aparato respiratorio,2011,55-74,F,4647.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2005,55-74,F,453.0
Enfermedades del aparato respiratorio,2007,55-74,F,4492.0
Enfermedades del aparato digestivo,2008,55-74,F,1586.0
COVID-19,2021,55-74,M,23095.0
Enfermedades del aparato circulatorio,2009,55-74,M,17729.0
Enfermedades de la piel y del tejido subcutáneo ,2010,55-74,F,133.0
Trastornos mentales,2014,55-74,F,130.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2014,55-74,F,241.0
Tumores ,2022,55-74,F,13342.0
Enfermedades del sistema genitourinario ,2008,55-74,M,1520.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2009,55-74,F,1827.0
Enfermedades del aparato digestivo,2007,55-74,M,3708.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2021,55-74,F,2706.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2014,55-74,M,174.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2019,55-74,M,2964.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2017,55-74,F,516.0
Tumores ,2005,55-74,F,11143.0
Enfermedades del sistema genitourinario ,2006,55-74,F,1084.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2018,55-74,F,233.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2022,55-74,F,568.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2017,55-74,M,2684.0
Enfermedades del aparato digestivo,2006,55-74,F,1622.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2019,55-74,M,183.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2008,55-74,M,4745.0
Accidentes y causas externas,2007,55-74,F,1013.0
Enfermedades de la piel y del tejido subcutáneo ,2015,55-74,F,229.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2005,55-74,M,2701.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2017,55-74,M,145.0
Enfermedades del aparato circulatorio,2016,55-74,,20.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2019,55-74,,45.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2006,55-74,M,4018.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2022,55-74,M,148.0
Enfermedades de la piel y del tejido subcutáneo ,2021,55-74,M,429.0
Enfermedades del sistema genitourinario ,2008,55-74,F,1082.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2019,55-74,F,520.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2006,55-74,M,511.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2015,55-74,M,171.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2005,55-74,F,17.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2010,55-74,F,218.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2013,55-74,M,119.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2017,55-74,,8.0
Enfermedades infecciosas y parasitarias ,2006,55-74,M,2439.0
Enfermedades infecciosas y parasitarias ,2008,55-74,M,2382.0
Accidentes y causas externas,2011,55-74,F,934.0
Enfermedades de la piel y del tejido subcutáneo ,2018,55-74,F,354.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2010,55-74,M,135.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2008,55-74,M,541.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2013,55-74,F,25.0
Trastornos mentales,2021,55-74,M,293.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2022,55-74,F,16.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2020,75+,F,3630.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2008,75+,M,2273.0
Enfermedades del aparato digestivo,2019,75+,M,2905.0
Tumores ,2012,75+,M,11877.0
Enfermedades infecciosas y parasitarias ,2006,75+,M,2846.0
Enfermedades del aparato digestivo,2013,75+,M,2516.0
Tumores ,2020,75+,M,11365.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2006,75+,M,2344.0
"Enfermedades endocrinas, nutricionales y metabólicas ",2012,75+,F,3373.0
Enfermedades del aparato respiratorio,2016,75+,F,25183.0
Tumores ,2020,75+,F,11116.0
Enfermedades del aparato digestivo,2010,75+,F,2862.0
Enfermedades del aparato digestivo,2018,75+,F,3745.0
Accidentes y causas externas,2012,75+,M,1388.0
Enfermedades del aparato digestivo,2014,75+,F,3379.0
Accidentes y causas externas,2005,75+,F,1480.0
Enfermedades infecciosas y parasitarias ,2008,75+,M,2489.0
Enfermedades del aparato digestivo,2017,75+,,17.0
Enfermedades del aparato digestivo,2005,75+,M,2232.0
Enfermedades del aparato digestivo,2015,75+,F,3711.0
Enfermedades del aparato circulatorio,2011,75+,F,36931.0
Enfermedades del aparato digestivo,2022,75+,M,2942.0
Enfermedades del aparato digestivo,2017,75+,M,2993.0
Accidentes y causas externas,2013,75+,F,1549.0
Accidentes y causas externas,2020,75+,M,1302.0
Enfermedades del aparato circulatorio,2011,75+,M,23938.0
Accidentes y causas externas,2022,75+,F,1503.0
Enfermedades del aparato circulatorio,2007,75+,F,35587.0
Enfermedades del aparato circulatorio,2007,75+,M,23741.0
Tumores ,2012,75+,F,11713.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2015,75+,M,963.0
Accidentes y causas externas,2017,75+,F,1656.0
Enfermedades del aparato respiratorio,2009,75+,F,15599.0
Accidentes y causas externas,2019,75+,F,1542.0
Trastornos mentales,2005,75+,F,911.0
Trastornos mentales,2013,75+,F,1396.0
Trastornos mentales,2020,75+,M,598.0
Trastornos mentales,2017,75+,F,1137.0
Trastornos mentales,2019,75+,F,1676.0
Trastornos mentales,2022,75+,F,1544.0
Trastornos mentales,2012,75+,M,647.0
"Malformaciones congénitas, deformidades y anomalías cromosómicas ",2019,55-74,F,29.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2018,55-74,M,186.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2015,55-74,F,261.0
Trastornos mentales,2015,55-74,F,126.0
Enfermedades de la piel y del tejido subcutáneo ,2014,55-74,F,190.0
Tumores ,2021,55-74,,151.0
Enfermedades del aparato circulatorio,2009,55-74,,27.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2013,55-74,F,474.0
Accidentes y causas externas,2020,55-74,,28.0
Enfermedades del aparato respiratorio,2019,75+,,154.0
Enfermedades del sistema osteomuscular y del tejido conjuntivo,2016,75+,F,313.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2010,75+,M,221.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2014,75+,M,262.0
Tumores ,2009,75+,,16.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2010,75+,M,760.0
Enfermedades del sistema genitourinario ,2021,75+,F,5078.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2018,75+,M,310.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2015,75+,M,301.0
"Enfermedades de la sangre y de los órganos hematopoyéticos, y ciertos trastornos que afectan al mecanismo de la inmunidad ",2021,75+,F,557.0
Enfermedades del aparato circulatorio,2009,75+,,49.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2018,75+,M,941.0
Enfermedades del sistema nervioso y de los órganos de los sentidos  ,2014,75+,M,886.0
Enfermedades infecciosas y parasitarias ,2015,75+,,3.0
Enfermedades del aparato digestivo,2019,75+,,19.0
Enfermedades del aparato digestivo,2013,75+,,3.0
Enfermedades infecciosas y parasitarias ,2010,75+,,5.0
Enfermedades infecciosas y parasitarias ,2018,75+,,6.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2011,75+,M,6247.0
Enfermedades infecciosas y parasitarias ,2014,75+,,8.0
Enfermedades de la piel y del tejido subcutáneo ,2005,75+,F,619.0
"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",2008,75+,F,8074.0
